time, episodes, frames, mean-epr, run-loss
05h-00m-19s, 22609, 18290000, 78.39, -0.34
05h-00m-31s, 22615, 18300000, 78.44, -0.40
05h-00m-43s, 22620, 18310000, 78.99, -0.87
05h-00m-56s, 22625, 18320000, 78.18, -0.80
05h-01m-08s, 22630, 18330000, 77.49, -1.54
05h-01m-21s, 22634, 18340000, 77.60, -2.06
05h-01m-32s, 22640, 18350000, 78.83, 0.34
05h-01m-46s, 22645, 18360000, 79.84, 1.39
05h-01m-57s, 22652, 18370000, 79.24, 0.13
05h-02m-09s, 22656, 18380000, 79.34, 0.56
05h-02m-22s, 22662, 18390000, 78.68, -0.22
05h-02m-34s, 22665, 18400000, 79.36, 0.31
05h-02m-46s, 22673, 18410000, 78.99, -0.35
05h-02m-59s, 22679, 18420000, 79.80, -0.58
05h-03m-11s, 22684, 18430000, 79.64, -0.25
05h-03m-23s, 22691, 18440000, 80.97, 2.02
05h-03m-36s, 22698, 18450000, 81.40, 2.52
05h-03m-47s, 22701, 18460000, 81.15, 2.11
05h-04m-01s, 22705, 18470000, 81.84, 1.81
05h-04m-12s, 22713, 18480000, 80.99, 0.06
05h-04m-24s, 22719, 18490000, 79.99, -0.38
05h-04m-36s, 22724, 18500000, 80.21, -0.23
05h-04m-37s, 22724, 18500000, 80.21, -0.23
05h-04m-48s, 22728, 18510000, 80.73, 0.33
05h-05m-00s, 22734, 18520000, 80.19, -1.22
05h-05m-13s, 22740, 18530000, 79.44, -1.58
05h-05m-24s, 22751, 18540000, 79.80, 1.63
05h-05m-37s, 22756, 18550000, 79.17, 0.26
05h-05m-48s, 22756, 18560000, 79.17, 0.26
05h-06m-01s, 22761, 18570000, 78.67, -0.59
05h-06m-14s, 22767, 18580000, 78.28, -0.42
05h-06m-25s, 22775, 18590000, 77.81, -1.76
05h-06m-38s, 22783, 18600000, 78.27, -1.98
05h-06m-50s, 22788, 18610000, 79.13, 0.43
05h-07m-03s, 22792, 18620000, 78.65, -0.93
05h-07m-15s, 22797, 18630000, 76.86, -1.60
05h-07m-27s, 22803, 18640000, 75.93, -1.85
05h-07m-39s, 22810, 18650000, 75.51, -3.07
05h-07m-51s, 22817, 18660000, 74.86, -3.68
05h-08m-04s, 22823, 18670000, 75.30, -3.21
05h-08m-17s, 22826, 18680000, 74.71, -3.06
05h-08m-28s, 22831, 18690000, 74.52, -4.23
05h-08m-41s, 22838, 18700000, 73.69, -4.34
05h-08m-53s, 22847, 18710000, 73.31, -4.04
05h-09m-05s, 22852, 18720000, 73.40, -3.13
05h-09m-16s, 22857, 18730000, 74.15, -0.84
05h-09m-31s, 22861, 18740000, 73.68, -0.43
05h-09m-41s, 22865, 18750000, 75.55, 2.84
05h-09m-53s, 22873, 18760000, 78.48, 6.20
05h-10m-06s, 22882, 18770000, 77.88, 5.11
05h-10m-18s, 22887, 18780000, 77.15, 3.88
05h-10m-30s, 22891, 18790000, 77.64, 2.45
05h-10m-43s, 22892, 18800000, 77.46, 1.69
05h-10m-53s, 22897, 18810000, 77.28, 2.22
05h-11m-06s, 22909, 18820000, 76.21, -1.78
05h-11m-18s, 22918, 18830000, 76.52, -3.04
05h-11m-30s, 22920, 18840000, 76.15, -2.66
05h-11m-42s, 22924, 18850000, 75.61, -2.83
05h-11m-55s, 22926, 18860000, 75.26, -2.74
05h-12m-07s, 22933, 18870000, 75.04, -2.08
05h-12m-19s, 22943, 18880000, 75.80, -3.10
05h-12m-43s, 22954, 18900000, 74.90, -5.86
05h-12m-56s, 22959, 18910000, 74.03, -5.76
05h-13m-08s, 22961, 18920000, 73.81, -5.78
05h-13m-09s, 22961, 18920000, 73.81, -5.78
05h-13m-20s, 22971, 18930000, 73.28, -5.92
05h-13m-32s, 22980, 18940000, 72.26, -7.23
05h-13m-45s, 22982, 18950000, 72.50, -6.39
05h-13m-56s, 22986, 18960000, 72.12, -7.68
05h-14m-09s, 22990, 18970000, 72.08, -8.62
05h-14m-22s, 22999, 18980000, 70.96, -8.89
05h-14m-34s, 23010, 18990000, 71.69, -8.39
05h-14m-46s, 23012, 19000000, 71.74, -8.48
05h-14m-57s, 23015, 19010000, 72.10, -7.71
05h-15m-10s, 23020, 19020000, 73.15, -6.53
05h-15m-22s, 23024, 19030000, 73.13, -6.64
05h-15m-33s, 23034, 19040000, 75.38, -2.93
05h-15m-47s, 23038, 19050000, 75.18, -4.33
05h-15m-58s, 23047, 19060000, 77.10, -2.61
05h-16m-11s, 23048, 19070000, 76.88, -2.53
05h-16m-22s, 23052, 19080000, 76.66, -3.01
05h-16m-35s, 23062, 19090000, 74.87, -3.89
05h-16m-47s, 23067, 19100000, 76.98, -1.27
05h-16m-59s, 23074, 19110000, 80.94, 5.42
05h-17m-13s, 23079, 19120000, 80.03, 3.70
05h-17m-24s, 23082, 19130000, 79.57, 3.84
05h-17m-35s, 23088, 19140000, 78.56, 2.05
05h-17m-47s, 23096, 19150000, 79.18, 3.41
05h-18m-12s, 23105, 19170000, 78.68, 2.42
05h-18m-25s, 23111, 19180000, 79.26, 3.20
05h-18m-37s, 23114, 19190000, 79.68, 3.06
05h-18m-49s, 23123, 19200000, 78.88, 1.26
05h-19m-01s, 23129, 19210000, 77.91, 1.05
05h-19m-13s, 23134, 19220000, 78.12, 1.31
05h-19m-25s, 23138, 19230000, 77.46, 1.23
05h-19m-37s, 23143, 19240000, 79.13, 4.53
05h-19m-49s, 23151, 19250000, 77.43, 2.78
05h-20m-01s, 23154, 19260000, 77.11, 1.37
05h-20m-14s, 23162, 19270000, 77.04, 0.04
05h-20m-27s, 23169, 19280000, 75.80, -1.34
05h-20m-39s, 23173, 19290000, 75.72, -1.29
05h-20m-50s, 23179, 19300000, 75.29, -1.67
05h-21m-02s, 23185, 19310000, 74.26, -2.22
05h-21m-15s, 23189, 19320000, 73.80, -1.74
05h-21m-27s, 23194, 19330000, 73.74, -1.24
05h-21m-39s, 23199, 19340000, 73.98, -1.49
05h-21m-52s, 23207, 19350000, 74.20, -1.24
05h-22m-04s, 23215, 19360000, 73.40, -2.36
05h-22m-16s, 23220, 19370000, 72.80, -3.11
05h-22m-30s, 23225, 19380000, 72.22, -3.55
05h-22m-41s, 23230, 19390000, 71.26, -3.61
05h-22m-53s, 23239, 19400000, 70.38, -3.82
05h-23m-05s, 23243, 19410000, 70.57, -3.57
05h-23m-17s, 23251, 19420000, 72.19, -1.03
05h-23m-30s, 23254, 19430000, 72.40, -1.58
05h-23m-42s, 23259, 19440000, 71.56, -2.71
05h-23m-42s, 23259, 19440000, 71.56, -2.71
05h-23m-56s, 23264, 19450000, 71.72, -1.76
05h-24m-06s, 23270, 19460000, 71.16, -2.36
05h-24m-18s, 23277, 19470000, 71.22, -1.99
05h-24m-30s, 23281, 19480000, 71.43, -3.21
05h-24m-42s, 23290, 19490000, 71.33, -2.48
05h-24m-55s, 23296, 19500000, 70.11, -3.56
05h-25m-08s, 23304, 19510000, 69.41, -3.08
05h-25m-19s, 23308, 19520000, 68.20, -3.55
05h-25m-32s, 23312, 19530000, 68.08, -3.71
05h-25m-44s, 23317, 19540000, 68.24, -2.86
05h-25m-57s, 23325, 19550000, 67.61, -4.47
05h-26m-07s, 23333, 19560000, 68.62, -4.01
05h-26m-21s, 23336, 19570000, 69.00, -4.13
05h-26m-32s, 23342, 19580000, 68.68, -4.73
05h-26m-44s, 23348, 19590000, 68.03, -5.10
05h-26m-56s, 23353, 19600000, 67.73, -5.22
05h-27m-09s, 23360, 19610000, 67.03, -6.70
05h-27m-33s, 23370, 19630000, 66.81, -7.22
05h-27m-45s, 23378, 19640000, 68.14, -5.46
05h-27m-57s, 23385, 19650000, 67.67, -5.56
05h-28m-09s, 23388, 19660000, 67.62, -5.90
05h-28m-23s, 23390, 19670000, 67.72, -5.97
05h-28m-34s, 23400, 19680000, 68.03, -6.42
05h-28m-46s, 23406, 19690000, 68.28, -6.03
05h-28m-59s, 23412, 19700000, 68.96, -6.42
05h-29m-11s, 23418, 19710000, 69.20, -6.77
05h-29m-23s, 23422, 19720000, 70.37, -4.87
05h-29m-35s, 23427, 19730000, 69.61, -4.46
05h-29m-48s, 23435, 19740000, 70.54, -3.15
05h-30m-01s, 23438, 19750000, 71.14, -3.18
05h-30m-11s, 23444, 19760000, 70.40, -3.71
05h-30m-24s, 23453, 19770000, 71.85, -2.18
05h-30m-36s, 23461, 19780000, 72.12, -1.86
05h-30m-50s, 23462, 19790000, 71.89, -2.47
05h-30m-48s, 23462, 19790000, 71.89, -2.47
05h-31m-00s, 23467, 19800000, 71.95, -2.71
05h-31m-12s, 23474, 19810000, 71.61, -2.88
05h-31m-25s, 23482, 19820000, 71.00, -4.72
05h-31m-36s, 23488, 19830000, 71.10, -4.82
05h-31m-49s, 23491, 19840000, 71.06, -5.49
05h-32m-01s, 23498, 19850000, 70.13, -7.32
05h-32m-13s, 23505, 19860000, 71.29, -4.17
05h-32m-14s, 23505, 19860000, 71.29, -4.17
05h-32m-25s, 23510, 19870000, 71.31, -4.06
05h-32m-38s, 23518, 19880000, 71.42, -3.69
05h-32m-50s, 23520, 19890000, 73.84, 1.09
05h-33m-02s, 23527, 19900000, 73.18, 0.10
05h-33m-15s, 23529, 19910000, 73.11, -1.03
05h-33m-27s, 23540, 19920000, 73.37, -2.26
05h-33m-40s, 23543, 19930000, 73.03, -1.97
05h-33m-52s, 23550, 19940000, 72.82, -1.96
05h-34m-04s, 23554, 19950000, 74.27, 1.09
05h-34m-29s, 23567, 19970000, 73.22, -1.04
05h-34m-40s, 23575, 19980000, 73.44, -2.83
05h-34m-52s, 23581, 19990000, 75.40, -0.35
05h-35m-05s, 23584, 20000000, 74.70, -1.01
05h-35m-17s, 23588, 20010000, 75.91, 1.09
05h-35m-28s, 23595, 20020000, 76.90, 2.12
05h-35m-41s, 23601, 20030000, 75.64, 0.10
05h-35m-53s, 23607, 20040000, 75.65, -0.85
05h-36m-05s, 23613, 20050000, 75.45, -2.29
05h-36m-18s, 23617, 20060000, 74.68, -2.94
05h-36m-29s, 23622, 20070000, 74.75, -1.53
05h-36m-54s, 23635, 20090000, 76.45, -0.56
05h-37m-07s, 23640, 20100000, 77.37, 0.61
05h-37m-19s, 23646, 20110000, 78.21, -0.68
05h-37m-19s, 23646, 20110000, 78.21, -0.68
05h-37m-31s, 23650, 20120000, 77.95, -1.00
05h-37m-45s, 23655, 20130000, 77.68, -1.12
05h-37m-56s, 23664, 20140000, 76.89, -2.50
05h-38m-09s, 23670, 20150000, 76.17, -3.77
05h-38m-21s, 23675, 20160000, 76.33, -3.26
05h-38m-34s, 23677, 20170000, 76.46, -3.59
05h-38m-46s, 23680, 20180000, 76.82, -3.27
05h-38m-59s, 23689, 20190000, 76.99, -2.87
05h-39m-10s, 23699, 20200000, 75.24, -3.93
05h-39m-24s, 23706, 20210000, 75.70, -4.00
05h-39m-35s, 23707, 20220000, 75.83, -4.24
05h-39m-48s, 23709, 20230000, 75.40, -4.97
05h-39m-59s, 23715, 20240000, 75.78, -3.88
05h-40m-12s, 23729, 20250000, 76.05, -3.42
05h-40m-24s, 23734, 20260000, 77.57, -1.36
05h-40m-36s, 23736, 20270000, 77.64, -2.39
05h-40m-47s, 23740, 20280000, 76.77, -2.91
05h-41m-01s, 23747, 20290000, 76.39, -3.28
05h-41m-13s, 23753, 20300000, 75.60, -3.04
05h-41m-25s, 23762, 20310000, 77.06, -1.20
05h-41m-38s, 23768, 20320000, 77.35, -2.98
05h-41m-49s, 23770, 20330000, 76.96, -3.47
05h-42m-01s, 23773, 20340000, 76.70, -4.22
05h-42m-15s, 23781, 20350000, 76.25, -3.31
05h-42m-26s, 23787, 20360000, 75.38, -3.61
05h-42m-38s, 23795, 20370000, 74.76, -4.52
05h-42m-50s, 23800, 20380000, 75.25, -3.98
05h-43m-03s, 23804, 20390000, 74.43, -4.92
05h-43m-16s, 23813, 20400000, 75.07, -1.77
05h-43m-29s, 23815, 20410000, 74.81, -1.88
05h-43m-42s, 23824, 20420000, 75.57, -0.30
05h-43m-52s, 23830, 20430000, 78.31, 4.23
05h-44m-05s, 23836, 20440000, 77.79, 3.33
05h-44m-17s, 23841, 20450000, 78.28, 5.55
05h-44m-28s, 23845, 20460000, 77.83, 3.55
05h-44m-28s, 23845, 20460000, 77.83, 3.55
05h-44m-41s, 23847, 20470000, 77.70, 3.93
05h-44m-52s, 23854, 20480000, 79.21, 5.32
05h-45m-05s, 23864, 20490000, 82.51, 9.05
05h-45m-18s, 23868, 20500000, 82.55, 7.15
05h-45m-30s, 23871, 20510000, 82.69, 6.51
05h-45m-42s, 23876, 20520000, 83.06, 5.60
05h-45m-53s, 23882, 20530000, 82.35, 4.99
05h-46m-06s, 23888, 20540000, 82.48, 5.91
05h-46m-18s, 23895, 20550000, 82.30, 4.54
05h-46m-30s, 23902, 20560000, 82.26, 4.34
05h-46m-42s, 23903, 20570000, 82.03, 4.36
05h-46m-54s, 23911, 20580000, 81.53, 4.13
05h-47m-06s, 23915, 20590000, 82.04, 4.63
05h-47m-18s, 23923, 20600000, 82.37, 4.76
05h-47m-31s, 23930, 20610000, 82.08, 3.98
05h-47m-42s, 23935, 20620000, 83.12, 6.02
05h-47m-55s, 23937, 20630000, 82.94, 6.11
05h-48m-08s, 23943, 20640000, 83.97, 9.46
05h-48m-20s, 23950, 20650000, 85.10, 12.10
05h-48m-32s, 23959, 20660000, 86.17, 11.16
05h-48m-45s, 23963, 20670000, 85.08, 8.89
05h-48m-57s, 23965, 20680000, 85.51, 8.28
05h-49m-09s, 23975, 20690000, 83.56, 5.49
05h-49m-22s, 23979, 20700000, 83.42, 4.98
05h-49m-33s, 23985, 20710000, 83.29, 5.21
05h-49m-45s, 23990, 20720000, 83.18, 4.93
05h-49m-59s, 23996, 20730000, 82.42, 3.78
05h-50m-11s, 23999, 20740000, 82.06, 2.84
05h-50m-22s, 24009, 20750000, 82.38, 2.46
05h-50m-34s, 24015, 20760000, 81.71, 2.17
05h-50m-46s, 24022, 20770000, 80.38, 0.92
05h-50m-58s, 24024, 20780000, 80.27, 1.14
05h-51m-11s, 24032, 20790000, 78.62, -0.58
05h-51m-23s, 24037, 20800000, 77.39, -0.91
05h-51m-36s, 24041, 20810000, 76.96, -1.83
05h-51m-47s, 24050, 20820000, 76.75, -1.71
05h-52m-00s, 24057, 20830000, 76.24, -1.50
05h-52m-12s, 24061, 20840000, 75.80, -2.12
05h-52m-24s, 24064, 20850000, 76.93, -0.85
05h-52m-37s, 24066, 20860000, 76.43, -1.10
05h-52m-48s, 24076, 20870000, 76.98, -2.88
05h-53m-01s, 24083, 20880000, 78.48, -1.40
05h-53m-13s, 24089, 20890000, 77.96, -1.63
05h-53m-25s, 24093, 20900000, 78.00, -2.55
05h-53m-38s, 24097, 20910000, 80.04, 2.62
05h-53m-49s, 24104, 20920000, 78.55, 1.21
05h-54m-02s, 24109, 20930000, 78.11, 0.49
05h-54m-15s, 24118, 20940000, 79.30, 2.40
05h-54m-27s, 24122, 20950000, 78.98, 1.74
05h-54m-38s, 24129, 20960000, 77.54, 0.15
05h-54m-51s, 24135, 20970000, 77.43, 0.29
05h-55m-02s, 24138, 20980000, 77.78, 0.98
05h-55m-15s, 24143, 20990000, 76.63, -0.35
05h-55m-27s, 24151, 21000000, 76.18, -0.86
05h-55m-40s, 24156, 21010000, 77.51, 1.17
05h-55m-52s, 24164, 21020000, 80.02, 4.38
05h-56m-05s, 24166, 21030000, 80.08, 3.78
05h-56m-18s, 24171, 21040000, 80.19, 3.82
05h-56m-29s, 24177, 21050000, 81.15, 5.19
05h-56m-40s, 24185, 21060000, 81.70, 4.38
05h-56m-53s, 24191, 21070000, 83.97, 7.88
05h-57m-06s, 24194, 21080000, 84.07, 7.56
05h-57m-18s, 24199, 21090000, 83.54, 6.44
05h-57m-29s, 24202, 21100000, 83.09, 5.11
05h-57m-42s, 24209, 21110000, 82.85, 4.04
05h-57m-54s, 24220, 21120000, 82.85, 5.05
05h-58m-06s, 24224, 21130000, 82.33, 3.87
05h-58m-18s, 24228, 21140000, 82.56, 4.57
05h-58m-33s, 24230, 21150000, 82.25, 4.65
05h-58m-44s, 24235, 21160000, 83.76, 6.72
05h-58m-56s, 24245, 21170000, 82.70, 5.03
05h-59m-08s, 24255, 21180000, 81.85, 2.79
05h-59m-20s, 24258, 21190000, 81.80, 2.19
05h-59m-32s, 24259, 21200000, 81.85, 1.90
05h-59m-45s, 24265, 21210000, 81.79, 2.08
05h-59m-44s, 24265, 21210000, 81.79, 2.08
05h-59m-57s, 24272, 21220000, 81.93, 1.23
06h-00m-09s, 24278, 21230000, 83.77, 4.69
06h-00m-21s, 24285, 21240000, 85.73, 7.10
06h-00m-33s, 24290, 21250000, 85.38, 6.59
06h-00m-45s, 24296, 21260000, 84.28, 4.04
06h-00m-58s, 24299, 21270000, 83.40, 3.13
06h-01m-09s, 24301, 21280000, 85.38, 5.56
06h-01m-22s, 24308, 21290000, 87.41, 5.58
06h-01m-21s, 24308, 21290000, 87.41, 5.58
06h-01m-35s, 24315, 21300000, 89.18, 7.52
06h-01m-47s, 24320, 21310000, 89.40, 7.21
06h-01m-46s, 24320, 21310000, 89.40, 7.21
06h-01m-59s, 24325, 21320000, 89.01, 5.83
06h-02m-11s, 24331, 21330000, 89.73, 7.91
06h-02m-10s, 24331, 21330000, 89.73, 7.91
06h-02m-23s, 24334, 21340000, 89.28, 7.61
06h-02m-34s, 24340, 21350000, 88.04, 6.73
06h-02m-47s, 24346, 21360000, 87.73, 5.72
06h-03m-00s, 24354, 21370000, 89.80, 7.52
06h-03m-11s, 24360, 21380000, 90.48, 9.34
06h-03m-24s, 24364, 21390000, 90.31, 8.35
06h-03m-37s, 24369, 21400000, 89.49, 8.44
06h-03m-50s, 24374, 21410000, 88.95, 8.43
06h-04m-01s, 24383, 21420000, 86.70, 5.36
06h-04m-14s, 24387, 21430000, 85.35, 3.50
06h-04m-25s, 24393, 21440000, 84.80, 2.96
06h-04m-51s, 24400, 21460000, 83.11, 2.20
06h-05m-02s, 24407, 21470000, 83.30, 1.16
06h-05m-02s, 24407, 21470000, 83.30, 1.16
06h-05m-15s, 24414, 21480000, 86.08, 4.42
06h-05m-28s, 24421, 21490000, 85.67, 3.42
06h-05m-39s, 24423, 21500000, 85.45, 2.28
06h-05m-51s, 24427, 21510000, 84.91, 2.00
06h-06m-04s, 24434, 21520000, 84.73, 1.86
06h-06m-16s, 24440, 21530000, 83.93, 1.07
06h-06m-28s, 24448, 21540000, 85.80, 2.75
06h-06m-41s, 24453, 21550000, 87.08, 5.69
06h-06m-52s, 24457, 21560000, 86.84, 4.10
06h-07m-05s, 24465, 21570000, 84.92, 0.90
06h-07m-17s, 24469, 21580000, 84.03, -0.49
06h-07m-30s, 24476, 21590000, 83.66, 0.19
06h-07m-43s, 24481, 21600000, 85.55, 2.89
06h-07m-55s, 24485, 21610000, 84.51, 2.08
06h-08m-06s, 24490, 21620000, 84.13, 1.63
06h-08m-19s, 24498, 21630000, 86.09, 3.60
06h-08m-31s, 24508, 21640000, 84.67, 2.65
06h-08m-43s, 24510, 21650000, 84.61, 2.16
06h-08m-56s, 24513, 21660000, 84.52, 1.83
06h-09m-08s, 24518, 21670000, 83.86, 0.61
06h-09m-21s, 24525, 21680000, 84.83, 2.31
06h-09m-33s, 24533, 21690000, 83.34, 0.74
06h-09m-45s, 24539, 21700000, 82.86, -1.72
06h-09m-57s, 24541, 21710000, 82.71, -1.34
06h-10m-09s, 24542, 21720000, 82.38, -1.26
06h-10m-22s, 24551, 21730000, 82.74, -2.43
06h-10m-35s, 24559, 21740000, 83.46, -0.57
06h-10m-47s, 24565, 21750000, 83.11, -1.31
06h-10m-59s, 24568, 21760000, 82.64, -2.16
06h-11m-12s, 24571, 21770000, 82.93, -2.21
06h-11m-23s, 24575, 21780000, 82.63, -3.19
06h-11m-48s, 24592, 21800000, 85.71, 2.29
06h-12m-00s, 24598, 21810000, 85.33, 1.91
06h-12m-14s, 24599, 21820000, 85.77, 1.82
06h-12m-36s, 24610, 21840000, 86.45, 4.05
06h-12m-49s, 24618, 21850000, 87.52, 4.49
06h-13m-01s, 24624, 21860000, 87.44, 2.53
06h-13m-13s, 24627, 21870000, 87.40, 2.06
06h-13m-25s, 24635, 21880000, 86.10, -0.16
06h-13m-37s, 24638, 21890000, 85.31, -0.18
06h-13m-49s, 24643, 21900000, 85.05, 0.20
06h-14m-02s, 24649, 21910000, 85.19, 0.32
06h-14m-14s, 24658, 21920000, 84.94, -0.38
06h-14m-26s, 24660, 21930000, 85.14, -0.72
06h-14m-40s, 24662, 21940000, 84.89, -1.08
06h-14m-51s, 24671, 21950000, 87.92, 2.11
06h-15m-02s, 24679, 21960000, 86.42, 1.59
06h-15m-14s, 24683, 21970000, 85.86, 0.73
06h-15m-14s, 24683, 21970000, 85.86, 0.73
06h-15m-27s, 24687, 21980000, 85.94, 1.15
06h-15m-39s, 24692, 21990000, 85.72, -0.77
06h-15m-51s, 24695, 22000000, 85.46, -0.34
06h-16m-04s, 24702, 22010000, 85.52, -1.24
06h-16m-16s, 24709, 22020000, 88.94, 3.41
06h-16m-28s, 24714, 22030000, 89.69, 2.95
06h-16m-40s, 24718, 22040000, 90.05, 2.84
06h-16m-53s, 24727, 22050000, 89.15, 1.67
06h-17m-06s, 24730, 22060000, 88.07, 1.02
06h-17m-17s, 24737, 22070000, 89.55, 4.67
06h-17m-29s, 24741, 22080000, 87.94, 2.60
06h-17m-41s, 24749, 22090000, 88.32, 4.74
06h-17m-53s, 24754, 22100000, 87.64, 4.55
06h-18m-07s, 24758, 22110000, 87.20, 2.82
06h-18m-17s, 24763, 22120000, 86.29, 2.97
06h-18m-29s, 24771, 22130000, 84.98, 0.81
06h-18m-42s, 24776, 22140000, 85.04, 1.12
06h-18m-54s, 24781, 22150000, 84.42, 0.42
06h-19m-07s, 24785, 22160000, 84.36, -0.78
06h-19m-20s, 24794, 22170000, 84.25, 0.30
06h-19m-32s, 24797, 22180000, 83.86, 0.60
06h-19m-44s, 24802, 22190000, 83.80, 0.30
06h-19m-56s, 24807, 22200000, 83.66, 0.22
06h-20m-09s, 24817, 22210000, 83.45, 0.13
06h-20m-22s, 24819, 22220000, 83.19, -0.10
06h-20m-33s, 24826, 22230000, 84.27, 2.70
06h-20m-46s, 24831, 22240000, 83.49, 0.87
06h-20m-59s, 24835, 22250000, 84.13, 1.84
06h-21m-11s, 24843, 22260000, 82.80, 0.86
06h-21m-22s, 24849, 22270000, 81.98, -0.14
06h-21m-35s, 24853, 22280000, 82.51, -0.24
06h-21m-46s, 24857, 22290000, 84.18, 1.19
06h-21m-59s, 24864, 22300000, 83.13, -1.46
06h-22m-12s, 24871, 22310000, 84.36, 1.45
06h-22m-24s, 24877, 22320000, 85.23, 1.76
06h-22m-36s, 24880, 22330000, 84.37, 1.08
06h-22m-48s, 24887, 22340000, 84.06, 1.23
06h-23m-02s, 24892, 22350000, 83.16, -0.01
06h-23m-13s, 24897, 22360000, 82.94, -0.87
06h-23m-14s, 24897, 22360000, 82.94, -0.87
06h-23m-25s, 24904, 22370000, 85.09, 3.09
06h-23m-38s, 24908, 22380000, 85.28, 1.69
06h-23m-49s, 24913, 22390000, 85.65, 2.14
06h-24m-03s, 24917, 22400000, 85.46, 1.90
06h-24m-15s, 24923, 22410000, 85.55, 1.46
06h-24m-28s, 24929, 22420000, 86.94, 2.17
06h-24m-40s, 24934, 22430000, 88.49, 4.27
06h-24m-52s, 24940, 22440000, 87.49, 2.60
06h-24m-52s, 24940, 22440000, 87.49, 2.60
06h-24m-53s, 24940, 22440000, 87.49, 2.60
06h-25m-05s, 24947, 22450000, 86.55, 0.55
06h-25m-17s, 24950, 22460000, 86.50, -0.40
06h-25m-28s, 24955, 22470000, 87.87, 3.34
06h-25m-42s, 24965, 22480000, 88.53, 3.69
06h-25m-53s, 24967, 22490000, 88.26, 3.24
06h-26m-06s, 24970, 22500000, 88.35, 3.47
06h-26m-17s, 24975, 22510000, 90.77, 7.51
06h-26m-29s, 24984, 22520000, 89.84, 5.88
06h-26m-43s, 24989, 22530000, 89.78, 5.79
06h-26m-55s, 24996, 22540000, 88.52, 5.10
06h-27m-06s, 25000, 22550000, 88.52, 5.34
06h-27m-19s, 25007, 22560000, 87.67, 4.28
06h-27m-31s, 25011, 22570000, 86.70, 3.70
06h-27m-44s, 25017, 22580000, 86.17, 2.69
06h-27m-56s, 25023, 22590000, 86.87, 2.52
06h-28m-09s, 25028, 22600000, 85.82, 1.04
06h-28m-21s, 25037, 22610000, 86.32, 3.26
06h-28m-32s, 25040, 22620000, 86.45, 3.54
06h-28m-33s, 25040, 22620000, 86.45, 3.54
06h-28m-46s, 25046, 22630000, 84.55, 0.86
06h-28m-57s, 25051, 22640000, 84.85, 0.69
06h-29m-10s, 25056, 22650000, 84.68, 0.83
06h-29m-23s, 25063, 22660000, 83.54, -0.80
06h-29m-35s, 25070, 22670000, 83.15, -0.62
06h-29m-48s, 25077, 22680000, 81.89, -0.32
06h-30m-00s, 25082, 22690000, 81.15, -1.72
06h-30m-12s, 25085, 22700000, 81.91, -0.40
06h-30m-25s, 25089, 22710000, 80.96, -0.97
06h-30m-37s, 25097, 22720000, 80.85, -1.60
06h-30m-49s, 25102, 22730000, 81.24, -1.23
06h-31m-01s, 25110, 22740000, 83.10, 1.45
06h-31m-14s, 25114, 22750000, 85.11, 5.15
06h-31m-26s, 25116, 22760000, 84.80, 5.00
06h-31m-39s, 25124, 22770000, 84.40, 3.78
06h-31m-38s, 25124, 22770000, 84.40, 3.78
06h-31m-51s, 25131, 22780000, 86.19, 5.52
06h-32m-04s, 25136, 22790000, 85.14, 3.86
06h-32m-17s, 25143, 22800000, 84.88, 3.15
06h-32m-30s, 25147, 22810000, 84.05, 2.15
06h-32m-42s, 25151, 22820000, 86.03, 6.94
06h-32m-55s, 25157, 22830000, 85.46, 5.54
06h-33m-06s, 25169, 22840000, 82.82, 2.93
06h-33m-19s, 25170, 22850000, 82.87, 3.11
06h-33m-31s, 25176, 22860000, 82.53, 2.96
06h-33m-43s, 25183, 22870000, 82.22, 3.27
06h-33m-57s, 25187, 22880000, 81.51, 2.47
06h-34m-08s, 25195, 22890000, 81.55, 1.74
06h-34m-20s, 25197, 22900000, 81.77, 1.24
06h-34m-33s, 25202, 22910000, 81.62, 1.53
06h-34m-46s, 25212, 22920000, 81.77, 0.03
06h-34m-58s, 25218, 22930000, 81.33, 0.05
06h-35m-10s, 25221, 22940000, 80.81, -0.99
06h-35m-22s, 25226, 22950000, 80.61, -1.46
06h-35m-35s, 25233, 22960000, 79.81, -3.27
06h-35m-47s, 25239, 22970000, 79.25, -3.50
06h-36m-00s, 25244, 22980000, 80.26, -1.50
06h-36m-11s, 25249, 22990000, 80.82, -1.12
06h-36m-23s, 25257, 23000000, 81.00, 0.41
06h-36m-37s, 25260, 23010000, 82.05, 2.29
06h-36m-48s, 25264, 23020000, 82.35, 2.36
06h-37m-00s, 25272, 23030000, 82.99, 0.63
06h-37m-14s, 25275, 23040000, 83.03, 0.90
06h-37m-27s, 25281, 23050000, 82.91, -0.79
06h-37m-39s, 25288, 23060000, 86.06, 3.41
06h-37m-52s, 25293, 23070000, 86.24, 3.46
06h-38m-04s, 25296, 23080000, 85.97, 3.30
06h-38m-17s, 25300, 23090000, 86.03, 1.93
06h-38m-30s, 25308, 23100000, 85.37, 1.02
06h-38m-55s, 25317, 23120000, 85.04, -1.17
06h-39m-08s, 25324, 23130000, 84.44, -2.59
06h-39m-20s, 25330, 23140000, 84.59, -2.74
06h-39m-33s, 25336, 23150000, 83.53, -2.23
06h-39m-46s, 25339, 23160000, 84.09, -2.60
06h-39m-58s, 25346, 23170000, 83.45, -2.72
06h-40m-11s, 25350, 23180000, 83.52, -2.42
