time, episodes, frames, mean-epr, run-loss
11h-41m-54s, 32954, 37750000, 138.65, 30.69
11h-42m-06s, 32960, 37760000, 140.15, 32.20
11h-42m-19s, 32963, 37770000, 141.34, 34.22
11h-42m-32s, 32963, 37780000, 141.34, 34.22
11h-42m-44s, 32974, 37790000, 143.47, 39.66
11h-42m-58s, 32976, 37800000, 144.35, 41.04
11h-43m-10s, 32984, 37810000, 144.90, 43.57
11h-43m-23s, 32988, 37820000, 145.28, 45.62
11h-43m-36s, 32993, 37830000, 145.25, 43.81
11h-43m-49s, 32995, 37840000, 146.28, 45.93
11h-44m-02s, 32997, 37850000, 145.65, 45.02
11h-44m-15s, 33007, 37860000, 147.99, 49.15
11h-44m-27s, 33013, 37870000, 147.90, 47.02
11h-44m-39s, 33018, 37880000, 146.38, 44.77
11h-44m-52s, 33022, 37890000, 147.53, 45.82
11h-45m-06s, 33025, 37900000, 151.23, 53.30
11h-45m-18s, 33028, 37910000, 148.30, 50.66
11h-45m-31s, 33037, 37920000, 146.53, 47.41
11h-45m-45s, 33043, 37930000, 146.33, 47.65
11h-45m-57s, 33045, 37940000, 147.03, 49.16
11h-46m-10s, 33050, 37950000, 145.91, 45.82
11h-46m-23s, 33053, 37960000, 146.77, 47.19
11h-46m-35s, 33061, 37970000, 147.51, 46.42
11h-46m-49s, 33068, 37980000, 142.70, 41.54
11h-47m-01s, 33070, 37990000, 141.85, 40.52
11h-47m-15s, 33076, 38000000, 140.87, 40.05
11h-47m-26s, 33078, 38010000, 141.13, 38.08
11h-47m-40s, 33085, 38020000, 149.08, 46.24
11h-47m-52s, 33092, 38030000, 145.90, 42.30
11h-48m-05s, 33096, 38040000, 147.95, 42.94
11h-48m-18s, 33101, 38050000, 145.61, 39.77
11h-48m-31s, 33105, 38060000, 147.84, 43.76
11h-48m-44s, 33108, 38070000, 149.48, 46.38
11h-48m-57s, 33115, 38080000, 145.14, 42.35
11h-49m-10s, 33121, 38090000, 146.57, 42.06
11h-49m-23s, 33127, 38100000, 146.63, 40.90
11h-49m-36s, 33131, 38110000, 146.05, 40.62
11h-49m-49s, 33135, 38120000, 147.32, 41.54
11h-50m-01s, 33140, 38130000, 146.94, 41.95
11h-50m-15s, 33147, 38140000, 143.36, 35.71
11h-50m-26s, 33148, 38150000, 145.73, 37.82
11h-50m-39s, 33151, 38160000, 144.41, 36.45
11h-50m-52s, 33156, 38170000, 145.86, 37.69
11h-51m-06s, 33165, 38180000, 147.93, 39.25
11h-51m-19s, 33169, 38190000, 147.98, 39.21
11h-51m-31s, 33174, 38200000, 145.74, 37.98
11h-51m-43s, 33180, 38210000, 145.34, 38.66
11h-51m-56s, 33183, 38220000, 145.77, 39.50
11h-52m-07s, 33187, 38230000, 145.12, 39.83
11h-52m-21s, 33196, 38240000, 146.16, 40.30
11h-52m-32s, 33201, 38250000, 146.76, 41.49
11h-52m-45s, 33206, 38260000, 146.81, 41.85
11h-52m-58s, 33208, 38270000, 147.54, 43.94
11h-53m-10s, 33215, 38280000, 149.60, 44.32
11h-53m-22s, 33219, 38290000, 149.07, 42.97
11h-53m-35s, 33226, 38300000, 147.36, 43.61
11h-53m-46s, 33230, 38310000, 146.68, 42.86
11h-53m-59s, 33233, 38320000, 147.72, 47.26
11h-54m-13s, 33241, 38330000, 150.59, 50.26
11h-54m-25s, 33247, 38340000, 147.03, 45.90
11h-54m-38s, 33251, 38350000, 145.09, 44.32
11h-54m-50s, 33255, 38360000, 144.11, 41.79
11h-55m-02s, 33259, 38370000, 143.91, 40.82
11h-55m-15s, 33264, 38380000, 141.59, 39.20
11h-55m-28s, 33269, 38390000, 138.49, 35.87
11h-55m-41s, 33278, 38400000, 139.12, 36.37
11h-55m-53s, 33280, 38410000, 137.94, 34.61
11h-56m-05s, 33288, 38420000, 136.67, 34.97
11h-56m-17s, 33290, 38430000, 136.52, 34.87
11h-56m-17s, 33290, 38430000, 136.52, 34.87
11h-56m-31s, 33295, 38440000, 135.09, 33.53
11h-56m-42s, 33302, 38450000, 135.98, 35.36
11h-56m-54s, 33308, 38460000, 138.38, 36.82
11h-57m-08s, 33311, 38470000, 138.72, 38.36
11h-57m-20s, 33318, 38480000, 137.45, 38.32
11h-57m-32s, 33323, 38490000, 136.99, 36.15
11h-57m-45s, 33326, 38500000, 139.82, 40.03
11h-57m-57s, 33330, 38510000, 140.01, 40.37
11h-58m-10s, 33333, 38520000, 138.12, 38.02
11h-58m-23s, 33342, 38530000, 140.87, 39.84
11h-58m-35s, 33350, 38540000, 141.78, 41.26
11h-58m-47s, 33352, 38550000, 142.46, 43.96
11h-59m-00s, 33358, 38560000, 142.25, 44.27
11h-59m-13s, 33361, 38570000, 141.40, 43.01
11h-59m-26s, 33363, 38580000, 140.64, 41.56
11h-59m-40s, 33368, 38590000, 141.07, 41.45
11h-59m-53s, 33377, 38600000, 147.55, 48.18
12h-00m-07s, 33383, 38610000, 149.27, 49.37
12h-00m-22s, 33386, 38620000, 147.85, 46.78
12h-00m-35s, 33390, 38630000, 148.69, 45.77
12h-00m-50s, 33393, 38640000, 149.09, 46.96
12h-01m-18s, 33403, 38660000, 146.47, 41.68
12h-01m-31s, 33408, 38670000, 148.62, 43.65
12h-01m-45s, 33416, 38680000, 153.41, 47.58
12h-01m-59s, 33421, 38690000, 153.15, 46.75
12h-02m-12s, 33423, 38700000, 151.81, 45.86
12h-02m-26s, 33425, 38710000, 150.71, 45.59
12h-02m-40s, 33433, 38720000, 146.39, 42.58
12h-02m-54s, 33443, 38730000, 141.63, 36.14
12h-03m-08s, 33447, 38740000, 141.88, 37.07
12h-03m-21s, 33450, 38750000, 140.12, 35.27
12h-03m-34s, 33454, 38760000, 139.22, 33.68
12h-04m-03s, 33466, 38780000, 134.71, 32.58
12h-04m-17s, 33469, 38790000, 136.11, 33.53
12h-04m-30s, 33477, 38800000, 139.16, 35.60
12h-04m-43s, 33479, 38810000, 140.36, 35.92
12h-04m-59s, 33483, 38820000, 141.27, 37.86
12h-05m-12s, 33489, 38830000, 141.65, 39.10
12h-05m-25s, 33495, 38840000, 140.69, 37.79
12h-05m-39s, 33501, 38850000, 141.22, 41.01
12h-05m-53s, 33506, 38860000, 142.77, 41.47
12h-06m-07s, 33510, 38870000, 143.02, 41.70
12h-06m-21s, 33511, 38880000, 142.35, 41.37
12h-06m-35s, 33516, 38890000, 141.53, 39.14
12h-06m-49s, 33521, 38900000, 145.93, 45.04
12h-07m-02s, 33528, 38910000, 147.57, 47.04
12h-07m-18s, 33534, 38920000, 151.42, 51.32
12h-07m-31s, 33539, 38930000, 151.57, 50.45
12h-07m-45s, 33541, 38940000, 150.49, 49.30
12h-07m-57s, 33544, 38950000, 150.45, 49.41
12h-08m-11s, 33554, 38960000, 148.39, 45.80
12h-08m-25s, 33557, 38970000, 148.13, 45.57
12h-08m-39s, 33561, 38980000, 147.73, 45.99
12h-08m-53s, 33570, 38990000, 150.74, 49.48
12h-09m-07s, 33574, 39000000, 150.18, 49.03
12h-09m-20s, 33576, 39010000, 151.11, 49.95
12h-09m-34s, 33579, 39020000, 151.22, 50.06
12h-09m-48s, 33587, 39030000, 150.83, 48.40
12h-10m-02s, 33593, 39040000, 149.29, 47.40
12h-10m-16s, 33596, 39050000, 148.42, 45.45
12h-10m-30s, 33604, 39060000, 148.92, 44.25
12h-10m-44s, 33607, 39070000, 149.15, 44.88
12h-10m-59s, 33614, 39080000, 145.93, 40.56
12h-11m-12s, 33618, 39090000, 144.79, 39.01
12h-11m-26s, 33620, 39100000, 145.56, 39.13
12h-11m-40s, 33625, 39110000, 142.70, 36.00
12h-11m-55s, 33627, 39120000, 144.68, 37.34
12h-12m-08s, 33636, 39130000, 143.89, 34.78
12h-12m-21s, 33641, 39140000, 143.09, 33.51
12h-12m-35s, 33648, 39150000, 143.57, 34.61
12h-12m-49s, 33653, 39160000, 145.07, 37.29
12h-13m-03s, 33657, 39170000, 141.75, 34.37
12h-13m-17s, 33662, 39180000, 141.18, 34.33
12h-13m-31s, 33664, 39190000, 141.96, 37.30
12h-13m-45s, 33671, 39200000, 140.86, 35.37
12h-13m-59s, 33677, 39210000, 141.36, 36.74
12h-14m-12s, 33683, 39220000, 143.33, 37.80
12h-14m-27s, 33686, 39230000, 143.48, 37.12
12h-14m-40s, 33694, 39240000, 141.75, 34.71
12h-14m-54s, 33697, 39250000, 142.10, 35.43
12h-15m-08s, 33701, 39260000, 140.65, 33.79
12h-15m-22s, 33705, 39270000, 139.06, 32.11
12h-15m-35s, 33708, 39280000, 137.55, 30.61
12h-15m-50s, 33716, 39290000, 135.28, 27.55
12h-16m-04s, 33724, 39300000, 138.63, 28.53
12h-16m-18s, 33729, 39310000, 136.11, 25.79
12h-16m-32s, 33730, 39320000, 137.65, 27.91
12h-16m-46s, 33734, 39330000, 136.60, 27.82
12h-17m-00s, 33739, 39340000, 136.23, 27.77
12h-17m-14s, 33746, 39350000, 134.31, 27.85
12h-17m-27s, 33751, 39360000, 135.94, 30.00
12h-17m-40s, 33756, 39370000, 134.75, 26.24
12h-17m-55s, 33760, 39380000, 138.16, 29.97
12h-18m-08s, 33766, 39390000, 136.31, 28.48
12h-18m-22s, 33772, 39400000, 134.97, 27.31
12h-18m-37s, 33775, 39410000, 136.88, 28.90
12h-18m-50s, 33779, 39420000, 135.27, 26.40
12h-19m-03s, 33787, 39430000, 139.64, 29.50
12h-19m-17s, 33793, 39440000, 138.16, 29.26
12h-19m-31s, 33793, 39450000, 138.16, 29.26
12h-19m-45s, 33802, 39460000, 137.51, 31.64
12h-19m-59s, 33808, 39470000, 137.20, 32.74
12h-20m-13s, 33812, 39480000, 137.33, 32.98
12h-20m-27s, 33820, 39490000, 134.38, 29.02
12h-20m-42s, 33823, 39500000, 133.05, 27.63
12h-20m-54s, 33825, 39510000, 131.77, 27.38
12h-21m-08s, 33830, 39520000, 129.42, 25.76
12h-21m-21s, 33837, 39530000, 130.86, 28.10
12h-21m-34s, 33843, 39540000, 130.88, 27.28
12h-21m-49s, 33849, 39550000, 128.54, 24.68
12h-22m-04s, 33854, 39560000, 130.50, 26.37
12h-22m-17s, 33856, 39570000, 128.96, 25.88
12h-22m-30s, 33859, 39580000, 130.13, 27.67
12h-22m-44s, 33864, 39590000, 128.98, 27.68
12h-22m-58s, 33875, 39600000, 129.60, 27.33
12h-23m-26s, 33880, 39620000, 130.74, 28.43
12h-23m-40s, 33885, 39630000, 131.52, 29.92
12h-23m-53s, 33888, 39640000, 134.79, 34.67
12h-24m-07s, 33897, 39650000, 133.24, 32.64
12h-24m-21s, 33901, 39660000, 135.56, 34.72
12h-24m-34s, 33904, 39670000, 135.31, 34.14
12h-24m-48s, 33911, 39680000, 139.15, 38.63
12h-25m-02s, 33917, 39690000, 136.69, 36.07
12h-25m-15s, 33921, 39700000, 134.93, 33.90
12h-25m-29s, 33925, 39710000, 135.57, 33.87
12h-25m-43s, 33932, 39720000, 133.78, 33.83
12h-25m-56s, 33935, 39730000, 135.40, 34.50
12h-26m-10s, 33942, 39740000, 136.84, 35.85
12h-26m-22s, 33945, 39750000, 135.34, 32.99
12h-26m-36s, 33951, 39760000, 135.23, 32.99
12h-26m-49s, 33957, 39770000, 140.93, 40.67
12h-27m-03s, 33961, 39780000, 139.57, 37.59
12h-27m-17s, 33964, 39790000, 138.93, 37.71
12h-27m-30s, 33970, 39800000, 140.18, 36.15
12h-27m-43s, 33973, 39810000, 145.59, 43.02
12h-27m-57s, 33978, 39820000, 143.73, 39.70
12h-28m-10s, 33985, 39830000, 142.68, 37.26
12h-28m-23s, 33987, 39840000, 143.52, 37.94
12h-28m-38s, 33995, 39850000, 148.84, 44.03
12h-29m-02s, 34006, 39870000, 148.89, 43.56
12h-29m-16s, 34009, 39880000, 148.48, 41.85
12h-29m-29s, 34015, 39890000, 150.87, 44.89
12h-29m-42s, 34019, 39900000, 147.32, 43.08
12h-29m-55s, 34024, 39910000, 147.94, 41.69
12h-30m-08s, 34029, 39920000, 147.79, 41.01
12h-30m-21s, 34033, 39930000, 152.26, 45.48
12h-30m-34s, 34039, 39940000, 148.35, 41.51
12h-30m-33s, 34039, 39940000, 148.35, 41.51
12h-30m-47s, 34044, 39950000, 149.69, 42.97
12h-30m-59s, 34050, 39960000, 146.96, 39.62
12h-31m-11s, 34055, 39970000, 144.37, 37.38
12h-31m-23s, 34061, 39980000, 144.94, 38.83
12h-31m-36s, 34064, 39990000, 143.82, 38.37
12h-31m-48s, 34068, 40000000, 141.95, 37.11
12h-32m-00s, 34074, 40010000, 141.01, 34.56
12h-32m-13s, 34079, 40020000, 141.82, 36.74
12h-32m-26s, 34083, 40030000, 143.72, 38.81
12h-32m-39s, 34087, 40040000, 144.84, 39.12
12h-32m-50s, 34095, 40050000, 144.99, 37.60
12h-33m-04s, 34098, 40060000, 142.59, 35.72
12h-33m-16s, 34103, 40070000, 143.49, 36.71
12h-33m-28s, 34105, 40080000, 144.44, 38.38
12h-33m-41s, 34110, 40090000, 144.06, 38.12
12h-33m-53s, 34119, 40100000, 146.81, 43.01
12h-34m-06s, 34123, 40110000, 146.65, 42.27
12h-34m-18s, 34127, 40120000, 145.93, 40.19
12h-34m-30s, 34132, 40130000, 144.78, 38.55
12h-34m-42s, 34139, 40140000, 143.69, 37.29
12h-34m-55s, 34143, 40150000, 141.56, 34.39
12h-35m-07s, 34147, 40160000, 138.64, 31.39
12h-35m-20s, 34150, 40170000, 138.71, 30.72
12h-35m-32s, 34156, 40180000, 142.49, 35.62
12h-35m-45s, 34162, 40190000, 139.54, 33.58
12h-35m-58s, 34169, 40200000, 143.17, 36.43
12h-36m-09s, 34174, 40210000, 142.74, 35.72
12h-36m-22s, 34179, 40220000, 142.59, 37.30
12h-36m-35s, 34181, 40230000, 142.00, 36.67
12h-36m-47s, 34187, 40240000, 141.17, 36.09
12h-36m-58s, 34193, 40250000, 138.86, 35.29
12h-37m-11s, 34200, 40260000, 137.40, 32.72
12h-37m-25s, 34207, 40270000, 139.97, 34.42
12h-37m-37s, 34209, 40280000, 138.69, 33.39
12h-37m-48s, 34214, 40290000, 136.65, 31.33
12h-38m-01s, 34218, 40300000, 134.38, 28.91
12h-38m-13s, 34222, 40310000, 134.55, 29.48
12h-38m-27s, 34228, 40320000, 135.37, 30.09
12h-38m-38s, 34232, 40330000, 137.34, 30.81
12h-38m-51s, 34240, 40340000, 141.71, 34.15
12h-39m-03s, 34245, 40350000, 143.21, 33.87
12h-39m-16s, 34249, 40360000, 141.37, 32.71
12h-39m-29s, 34252, 40370000, 141.96, 34.52
12h-39m-41s, 34256, 40380000, 142.87, 33.86
12h-39m-53s, 34263, 40390000, 142.88, 37.59
12h-40m-06s, 34269, 40400000, 145.10, 40.11
12h-40m-18s, 34273, 40410000, 145.06, 38.20
12h-40m-31s, 34276, 40420000, 143.83, 36.74
12h-40m-43s, 34279, 40430000, 146.11, 38.65
12h-40m-56s, 34285, 40440000, 149.30, 41.02
12h-41m-07s, 34291, 40450000, 150.83, 43.45
12h-41m-20s, 34297, 40460000, 151.16, 44.20
12h-41m-32s, 34302, 40470000, 149.85, 41.46
12h-41m-46s, 34306, 40480000, 152.63, 45.19
12h-41m-57s, 34307, 40490000, 154.11, 46.45
12h-42m-11s, 34313, 40500000, 153.62, 47.13
12h-42m-10s, 34313, 40500000, 153.62, 47.13
12h-42m-22s, 34320, 40510000, 151.20, 43.21
12h-42m-35s, 34326, 40520000, 153.08, 42.89
12h-42m-48s, 34331, 40530000, 151.49, 41.78
12h-43m-00s, 34334, 40540000, 151.71, 40.25
12h-43m-13s, 34336, 40550000, 153.69, 42.79
12h-43m-25s, 34340, 40560000, 152.70, 42.06
12h-43m-38s, 34344, 40570000, 153.07, 43.45
12h-43m-50s, 34353, 40580000, 155.91, 43.78
12h-44m-03s, 34360, 40590000, 161.27, 50.31
12h-44m-15s, 34363, 40600000, 160.17, 47.91
12h-44m-28s, 34366, 40610000, 161.35, 49.03
12h-44m-40s, 34368, 40620000, 160.18, 48.00
12h-44m-53s, 34374, 40630000, 160.54, 48.14
12h-45m-05s, 34379, 40640000, 159.05, 45.17
12h-45m-18s, 34385, 40650000, 157.91, 45.59
12h-45m-30s, 34391, 40660000, 160.17, 50.88
12h-45m-42s, 34394, 40670000, 162.18, 51.58
12h-45m-55s, 34398, 40680000, 162.14, 52.41
12h-46m-08s, 34403, 40690000, 161.11, 52.45
12h-46m-19s, 34410, 40700000, 159.55, 51.40
12h-46m-32s, 34416, 40710000, 159.64, 50.01
12h-46m-44s, 34417, 40720000, 159.06, 48.83
12h-46m-57s, 34424, 40730000, 161.12, 55.24
12h-47m-10s, 34429, 40740000, 158.10, 51.59
12h-47m-22s, 34431, 40750000, 156.70, 50.85
12h-47m-33s, 34440, 40760000, 151.44, 44.14
12h-47m-47s, 34447, 40770000, 150.75, 45.29
12h-47m-59s, 34450, 40780000, 151.25, 46.65
12h-48m-11s, 34453, 40790000, 149.61, 45.23
12h-48m-23s, 34457, 40800000, 147.50, 43.89
12h-48m-36s, 34463, 40810000, 147.16, 45.90
12h-48m-49s, 34469, 40820000, 145.08, 42.58
12h-49m-01s, 34473, 40830000, 145.80, 41.94
12h-49m-13s, 34480, 40840000, 150.29, 45.73
12h-49m-26s, 34485, 40850000, 152.91, 47.84
12h-49m-37s, 34486, 40860000, 154.24, 49.03
12h-49m-51s, 34493, 40870000, 154.38, 49.85
12h-50m-03s, 34500, 40880000, 152.11, 46.64
12h-50m-16s, 34505, 40890000, 149.73, 44.19
12h-50m-28s, 34509, 40900000, 151.64, 48.55
12h-50m-39s, 34514, 40910000, 153.94, 52.25
12h-50m-53s, 34515, 40920000, 153.05, 51.22
12h-51m-05s, 34522, 40930000, 154.37, 52.50
12h-51m-16s, 34527, 40940000, 153.10, 52.84
12h-51m-16s, 34527, 40940000, 153.10, 52.84
12h-51m-29s, 34532, 40950000, 155.88, 54.70
12h-51m-41s, 34539, 40960000, 157.79, 59.28
12h-51m-54s, 34542, 40970000, 159.59, 59.49
12h-52m-08s, 34546, 40980000, 161.79, 62.48
12h-52m-20s, 34551, 40990000, 158.35, 57.53
12h-52m-32s, 34556, 41000000, 156.85, 53.83
12h-52m-44s, 34559, 41010000, 157.74, 54.24
12h-52m-56s, 34567, 41020000, 158.70, 54.52
12h-53m-10s, 34573, 41030000, 161.67, 59.06
12h-53m-21s, 34575, 41040000, 160.52, 58.22
12h-53m-35s, 34582, 41050000, 155.33, 50.24
12h-53m-47s, 34586, 41060000, 152.64, 47.41
12h-53m-59s, 34590, 41070000, 155.45, 51.21
12h-54m-11s, 34597, 41080000, 155.32, 49.98
12h-54m-25s, 34600, 41090000, 154.20, 48.90
12h-54m-37s, 34604, 41100000, 154.57, 48.67
12h-54m-49s, 34612, 41110000, 158.03, 54.50
12h-55m-01s, 34616, 41120000, 155.37, 50.79
12h-55m-14s, 34623, 41130000, 159.44, 56.54
12h-55m-26s, 34627, 41140000, 157.10, 54.71
12h-55m-39s, 34628, 41150000, 156.16, 53.97
12h-55m-52s, 34633, 41160000, 156.21, 50.36
12h-56m-03s, 34638, 41170000, 156.22, 50.83
12h-56m-16s, 34646, 41180000, 157.37, 51.64
12h-56m-29s, 34652, 41190000, 153.89, 48.55
12h-56m-41s, 34658, 41200000, 155.34, 49.71
12h-56m-54s, 34659, 41210000, 154.41, 48.77
12h-57m-05s, 34663, 41220000, 154.24, 49.61
12h-57m-18s, 34671, 41230000, 151.45, 48.88
12h-57m-30s, 34675, 41240000, 150.63, 47.98
12h-57m-43s, 34682, 41250000, 147.27, 44.57
12h-57m-55s, 34688, 41260000, 145.52, 42.82
12h-58m-07s, 34691, 41270000, 148.19, 48.75
12h-58m-20s, 34694, 41280000, 146.56, 47.52
12h-58m-45s, 34705, 41300000, 152.49, 57.60
12h-58m-57s, 34712, 41310000, 150.57, 54.71
12h-59m-10s, 34716, 41320000, 148.93, 52.16
12h-59m-21s, 34719, 41330000, 150.15, 52.89
12h-59m-34s, 34722, 41340000, 149.04, 50.76
12h-59m-46s, 34727, 41350000, 152.31, 56.14
12h-59m-59s, 34733, 41360000, 149.28, 53.94
13h-00m-12s, 34742, 41370000, 150.95, 56.45
13h-00m-24s, 34745, 41380000, 150.02, 55.35
13h-00m-40s, 34749, 41390000, 149.22, 54.51
13h-00m-57s, 34753, 41400000, 150.64, 56.15
13h-01m-11s, 34756, 41410000, 148.75, 53.77
13h-01m-27s, 34763, 41420000, 148.01, 52.65
13h-01m-43s, 34770, 41430000, 147.99, 53.37
13h-01m-57s, 34773, 41440000, 146.15, 50.39
13h-02m-13s, 34778, 41450000, 148.03, 51.65
13h-02m-29s, 34781, 41460000, 146.73, 49.02
13h-02m-43s, 34787, 41470000, 149.34, 52.92
13h-03m-00s, 34790, 41480000, 150.51, 54.18
13h-03m-15s, 34797, 41490000, 153.67, 55.06
13h-03m-31s, 34800, 41500000, 155.36, 57.08
13h-03m-47s, 34808, 41510000, 157.12, 56.05
13h-04m-02s, 34810, 41520000, 155.80, 53.85
13h-04m-18s, 34817, 41530000, 154.34, 51.91
13h-04m-48s, 34822, 41550000, 151.85, 50.69
13h-05m-03s, 34830, 41560000, 154.19, 53.48
13h-05m-21s, 34835, 41570000, 153.13, 51.13
13h-05m-35s, 34841, 41580000, 151.09, 50.63
13h-05m-50s, 34844, 41590000, 152.96, 51.08
13h-06m-07s, 34849, 41600000, 152.62, 49.04
13h-06m-21s, 34857, 41610000, 149.62, 46.12
13h-06m-38s, 34863, 41620000, 145.23, 42.46
13h-06m-53s, 34864, 41630000, 144.68, 41.87
13h-07m-08s, 34871, 41640000, 142.01, 37.50
13h-07m-23s, 34876, 41650000, 140.88, 36.93
13h-07m-40s, 34881, 41660000, 139.36, 35.46
13h-07m-54s, 34885, 41670000, 139.24, 35.87
13h-08m-11s, 34893, 41680000, 139.95, 37.40
13h-08m-25s, 34900, 41690000, 138.88, 36.08
13h-08m-42s, 34902, 41700000, 140.47, 39.11
13h-08m-56s, 34907, 41710000, 138.01, 36.07
13h-09m-11s, 34909, 41720000, 136.84, 35.10
13h-09m-28s, 34914, 41730000, 136.36, 33.85
13h-09m-43s, 34920, 41740000, 136.28, 32.14
13h-09m-58s, 34927, 41750000, 138.51, 30.92
13h-10m-13s, 34930, 41760000, 136.27, 29.55
13h-10m-29s, 34937, 41770000, 135.92, 30.17
13h-10m-44s, 34940, 41780000, 137.19, 32.60
13h-11m-00s, 34943, 41790000, 136.11, 30.79
13h-11m-15s, 34947, 41800000, 135.54, 30.88
13h-11m-32s, 34955, 41810000, 136.68, 29.91
13h-11m-48s, 34960, 41820000, 139.21, 31.92
13h-12m-02s, 34967, 41830000, 138.08, 30.47
13h-12m-17s, 34969, 41840000, 140.50, 31.27
13h-12m-33s, 34972, 41850000, 139.03, 29.18
13h-12m-48s, 34978, 41860000, 142.24, 32.94
13h-13m-04s, 34983, 41870000, 142.15, 34.42
13h-13m-19s, 34993, 41880000, 142.73, 35.07
13h-13m-34s, 34997, 41890000, 140.36, 33.06
13h-13m-50s, 35001, 41900000, 141.49, 35.35
13h-14m-06s, 35003, 41910000, 140.60, 34.55
13h-14m-21s, 35007, 41920000, 139.01, 32.15
13h-14m-37s, 35015, 41930000, 137.41, 31.78
13h-14m-53s, 35023, 41940000, 136.92, 31.39
13h-15m-08s, 35029, 41950000, 137.14, 31.52
13h-15m-22s, 35032, 41960000, 136.73, 30.79
13h-15m-38s, 35033, 41970000, 138.34, 32.12
13h-16m-08s, 35045, 41990000, 135.57, 29.57
13h-16m-24s, 35051, 42000000, 135.37, 30.32
13h-16m-39s, 35057, 42010000, 137.13, 31.61
13h-16m-54s, 35058, 42020000, 137.54, 31.49
13h-17m-09s, 35063, 42030000, 139.58, 32.41
13h-17m-25s, 35072, 42040000, 134.77, 29.26
13h-17m-39s, 35076, 42050000, 135.72, 30.40
13h-17m-54s, 35078, 42060000, 134.65, 29.04
13h-18m-10s, 35082, 42070000, 134.78, 28.11
13h-18m-25s, 35087, 42080000, 139.95, 30.77
13h-18m-39s, 35091, 42090000, 141.06, 29.56
13h-18m-54s, 35101, 42100000, 137.64, 25.78
13h-19m-08s, 35106, 42110000, 136.55, 23.12
13h-19m-24s, 35109, 42120000, 134.36, 22.14
13h-19m-38s, 35115, 42130000, 135.45, 27.62
13h-19m-53s, 35118, 42140000, 133.31, 25.42
13h-20m-07s, 35125, 42150000, 133.34, 28.87
13h-20m-22s, 35130, 42160000, 133.20, 29.28
13h-20m-37s, 35135, 42170000, 132.89, 29.37
13h-20m-51s, 35139, 42180000, 133.65, 31.51
13h-21m-07s, 35143, 42190000, 134.91, 32.22
13h-21m-21s, 35149, 42200000, 132.09, 29.44
13h-21m-35s, 35153, 42210000, 136.87, 33.88
13h-21m-50s, 35160, 42220000, 138.22, 32.81
13h-22m-05s, 35167, 42230000, 136.60, 31.81
13h-22m-19s, 35170, 42240000, 135.83, 31.83
13h-22m-33s, 35172, 42250000, 135.41, 30.82
13h-22m-48s, 35178, 42260000, 135.17, 30.70
13h-23m-03s, 35187, 42270000, 135.56, 33.96
13h-23m-19s, 35190, 42280000, 135.82, 34.93
13h-23m-32s, 35197, 42290000, 133.28, 30.76
13h-23m-47s, 35202, 42300000, 132.39, 31.44
13h-24m-01s, 35205, 42310000, 131.63, 31.60
13h-24m-15s, 35209, 42320000, 129.59, 30.00
13h-24m-29s, 35216, 42330000, 131.86, 31.78
13h-24m-44s, 35221, 42340000, 131.84, 31.19
13h-24m-56s, 35222, 42350000, 131.23, 30.64
13h-24m-56s, 35222, 42350000, 131.23, 30.64
13h-25m-10s, 35230, 42360000, 137.12, 34.31
13h-25m-24s, 35235, 42370000, 139.05, 33.59
13h-25m-37s, 35239, 42380000, 140.32, 35.34
13h-25m-38s, 35239, 42380000, 140.32, 35.34
13h-25m-51s, 35244, 42390000, 141.95, 37.83
13h-26m-05s, 35249, 42400000, 140.04, 36.25
13h-26m-19s, 35254, 42410000, 139.07, 36.33
13h-26m-32s, 35258, 42420000, 137.81, 33.88
13h-26m-32s, 35258, 42420000, 137.81, 33.88
13h-26m-46s, 35264, 42430000, 141.17, 35.37
13h-26m-59s, 35269, 42440000, 140.35, 34.18
13h-27m-14s, 35272, 42450000, 141.73, 36.18
13h-27m-26s, 35277, 42460000, 141.92, 37.05
13h-27m-40s, 35284, 42470000, 143.28, 40.08
13h-27m-53s, 35290, 42480000, 144.95, 44.74
13h-28m-06s, 35291, 42490000, 144.42, 43.93
13h-28m-19s, 35299, 42500000, 141.00, 39.87
13h-28m-32s, 35305, 42510000, 143.37, 42.67
13h-28m-44s, 35309, 42520000, 141.97, 42.30
13h-28m-57s, 35313, 42530000, 142.99, 43.76
13h-29m-11s, 35318, 42540000, 141.90, 39.97
13h-29m-24s, 35322, 42550000, 146.67, 45.63
13h-29m-37s, 35328, 42560000, 146.73, 46.25
13h-29m-50s, 35336, 42570000, 144.87, 42.83
13h-30m-02s, 35339, 42580000, 144.44, 39.35
13h-30m-16s, 35343, 42590000, 144.31, 39.07
13h-30m-29s, 35346, 42600000, 145.23, 40.09
13h-30m-42s, 35348, 42610000, 146.61, 41.92
13h-30m-56s, 35354, 42620000, 144.88, 37.18
13h-31m-08s, 35359, 42630000, 143.61, 34.28
13h-31m-21s, 35366, 42640000, 145.97, 35.70
13h-31m-35s, 35374, 42650000, 151.88, 40.32
13h-31m-48s, 35376, 42660000, 150.22, 39.03
13h-32m-01s, 35378, 42670000, 149.99, 38.12
13h-32m-15s, 35384, 42680000, 153.73, 43.75
13h-32m-27s, 35388, 42690000, 154.54, 45.69
13h-32m-41s, 35396, 42700000, 153.75, 45.20
13h-32m-54s, 35402, 42710000, 157.28, 49.96
13h-33m-07s, 35404, 42720000, 156.67, 48.18
13h-33m-20s, 35410, 42730000, 156.08, 46.54
